[header]
width=36
height=22
tilewidth=21
tileheight=21
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=spritesheet_rgba.png,21,21,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,124,124,124,124,124,124,124,124,124,124,124,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
0,47,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,153,
124,125,125,12,12,12,12,12,123,124,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,168,0,0,153,
153,153,153,41,41,41,41,41,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,153,
153,153,153,41,41,41,41,41,153,153,153,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,153,153,153,153,153,153,153,153,
153,153,153,41,41,41,41,41,153,153,153,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,153,153,153,153,153,153,153,153,
153,153,153,41,41,41,41,41,153,124,124,124,12,12,125,124,124,124,125,125,0,0,0,0,0,0,0,0,153,153,153,153,153,153,153,153,
153,153,153,41,41,41,41,41,153,153,153,153,41,41,153,153,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,153,153,41,41,41,41,41,153,153,153,153,41,41,153,153,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,153,153,41,41,41,41,123,124,124,125,153,41,41,153,153,153,153,153,153,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,
0,0,0,41,41,41,41,153,153,153,153,0,41,41,0,0,0,0,0,0,0,0,0,0,0,124,124,124,12,12,124,12,124,124,0,0,
0,0,0,41,41,41,41,41,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,153,153,153,41,41,153,41,153,153,0,0,
0,0,0,41,41,41,41,41,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,153,153,153,41,41,153,41,153,153,0,0,
0,0,0,41,41,41,41,41,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,153,153,153,41,41,153,41,153,153,0,0,
0,0,0,41,41,41,41,41,0,0,131,0,41,41,0,0,0,0,0,0,0,0,0,0,0,153,153,153,41,41,153,41,153,153,0,0,
0,0,0,41,41,41,41,41,0,0,0,0,41,41,0,0,0,0,0,0,0,192,0,0,0,0,0,0,41,41,0,41,0,0,0,0,
0,0,0,41,41,41,41,41,109,0,0,0,41,41,0,18,0,0,0,0,192,192,0,0,0,0,0,0,41,41,0,41,0,0,0,0,
0,123,124,41,41,41,41,41,124,124,124,124,41,41,124,124,124,124,124,124,124,125,125,0,0,0,0,0,41,41,0,41,0,0,0,0,
0,153,153,41,41,41,41,41,153,153,153,153,41,41,153,153,153,153,153,153,153,153,153,0,0,0,0,0,41,41,0,41,0,0,0,0,
0,153,153,41,41,41,41,41,153,153,153,153,41,41,153,153,153,153,153,153,153,153,153,0,0,0,0,0,41,41,0,41,0,0,0,0,
0,153,153,41,41,41,41,41,153,153,153,153,41,41,153,153,153,153,153,153,153,153,153,0,0,0,0,0,41,41,0,41,0,0,0,0

